[18:24:50] [main/INFO]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 39.0.79, --fml.mcVersion, 1.18.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20211210.034407, nogui]
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `small_scoria_brick_wall`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `layered_scoria`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `scoria_pillar`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `scorchia`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_scorchia`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_scorchia_stairs`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_scorchia_slab`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_scorchia_wall`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `polished_cut_scorchia`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `polished_cut_scorchia_stairs`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `polished_cut_scorchia_slab`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `polished_cut_scorchia_wall`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_scorchia_bricks`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_scorchia_brick_stairs`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_scorchia_brick_slab`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_scorchia_brick_wall`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `small_scorchia_bricks`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `small_scorchia_brick_stairs`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `small_scorchia_brick_slab`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `small_scorchia_brick_wall`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `layered_scorchia`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `scorchia_pillar`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `veridium`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_veridium`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_veridium_stairs`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_veridium_slab`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_veridium_wall`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `polished_cut_veridium`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `polished_cut_veridium_stairs`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `polished_cut_veridium_slab`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `polished_cut_veridium_wall`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_veridium_bricks`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_veridium_brick_stairs`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_veridium_brick_slab`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cut_veridium_brick_wall`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `small_veridium_bricks`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `small_veridium_brick_stairs`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `small_veridium_brick_slab`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `small_veridium_brick_wall`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `layered_veridium`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `veridium_pillar`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:49] [main/INFO]: Registered BlockItems
[18:25:50] [main/INFO]: Registered SpawnEggItems
[18:25:50] [main/INFO]: Registered compostable Items
[18:25:50] [main/INFO]: Initializing items registration...
[18:25:50] [main/INFO]: Items registered successfully.
[18:25:50] [main/INFO]: Registering 1 element(s) to registry of type minecraft:item
[18:25:50] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `shulker_shell`, expected `supplementaries`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `white_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `orange_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `magenta_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `light_blue_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `yellow_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `lime_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `pink_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `gray_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `light_gray_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `cyan_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `purple_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `blue_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `brown_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `green_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `red_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `black_wool`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `oak_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `spruce_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `birch_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `jungle_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `acacia_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `dark_oak_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `crimson_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `minecraft` for name `warped_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `biomesoplenty` for name `cherry_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `biomesoplenty` for name `umbran_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `biomesoplenty` for name `fir_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `biomesoplenty` for name `dead_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `biomesoplenty` for name `magic_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `biomesoplenty` for name `palm_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `biomesoplenty` for name `redwood_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `biomesoplenty` for name `willow_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `biomesoplenty` for name `hellbark_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `biomesoplenty` for name `jacaranda_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `biomesoplenty` for name `mahogany_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `botania` for name `livingwood_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `botania` for name `mossy_livingwood_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `botania` for name `dreamwood_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `botania` for name `mossy_dreamwood_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `botania` for name `shimmerwood_planks`, expected `doggytalents`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Registering 1 element(s) to registry of type minecraft:block_entity_type
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `schematicannon`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `schematic_table`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `gearbox`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `clutch`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `gearshift`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `belt`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `water_wheel`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `encased_fan`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `nozzle`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `turntable`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `hand_crank`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cuckoo_clock`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `millstone`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `crushing_wheel`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `crushing_wheel_controller`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `mechanical_press`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `mechanical_mixer`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `basin`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `depot`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `weighted_ejector`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `chute`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `smart_chute`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `speedometer`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `stressometer`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `fluid_pipe`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `encased_fluid_pipe`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `glass_fluid_pipe`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `mechanical_pump`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `smart_fluid_pipe`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `fluid_valve`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `fluid_tank`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `creative_fluid_tank`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `hose_pulley`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `item_drain`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `spout`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `portable_fluid_interface`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `mechanical_piston`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `gantry_shaft`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `windmill_bearing`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `mechanical_bearing`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `clockwork_bearing`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `rope_pulley`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cart_assembler`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `sticker`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `deployer`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `portable_storage_interface`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `mechanical_crafter`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `sequenced_gearshift`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `flywheel`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `furnace_engine`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `rotation_speed_controller`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `mechanical_arm`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `item_vault`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `andesite_tunnel`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `brass_tunnel`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `content_observer`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `stockpile_switch`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `creative_crate`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `nixie_tube`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `redstone_link`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `analog_lever`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `pulse_repeater`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `pulse_extender`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `lectern_controller`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `copper_backtank`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `peculiar_bell`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `toolbox`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `simple_kinetic`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `motor`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `encased_shaft`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `encased_cogwheel`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `encased_large_cogwheel`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `adjustable_pulley`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `gantry_pinion`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `chassis`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `drill`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `saw`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `harvester`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `blaze_heater`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `funnel`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `cursed_bell`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:51] [main/INFO]: Registering 1 element(s) to registry of type minecraft:block_entity_type
[18:25:51] [main/INFO]: Registered 18 tile entities.
[18:25:52] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `potato_recovery`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:52] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `capacity`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:52] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `super_glue`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:52] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `crafting_blueprint`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:52] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `contraption`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:52] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `stationary_contraption`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:52] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `gantry_contraption`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:52] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `potato_projectile`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:52] [main/INFO]: Potentially Dangerous alternative prefix `create` for name `seat`, expected `steampowered`. This could be a intended override, but in most cases indicates a broken mod.
[18:25:52] [main/INFO]: Initializing entities registration...
[18:25:52] [main/INFO]: Entities registered successfully.
[18:25:52] [main/INFO]: Registered 1 entities bound to blocks.
[18:25:52] [main/INFO]: Potentially Dangerous alternative prefix `integrateddynamics` for name `menril_resin`, expected `integratedterminalscompat`. This could be a intended override, but in most cases indicates a broken mod.
